,num_guests,quantity_prepared,Storage Conditions,Purchase History,Seasonality,Preparation Method,Geographical Location,Pricing,quantity_wasted,waste_ratio,waste_per_guest,food_type_Dairy Products,food_type_Fruits,food_type_Meat,food_type_Vegetables,event_type_Corporate,event_type_Social Gathering,event_type_Wedding
346,250,350,Room Temperature,Regular,Summer,Sit-down Dinner,Suburban,Moderate,20,0.05714285714285714,0.08,False,False,True,False,False,False,False
347,260,400,Room Temperature,Regular,All Seasons,Sit-down Dinner,Suburban,Low,20,0.05,0.07692307692307693,False,True,False,False,False,False,True
348,300,400,Room Temperature,Regular,Winter,Finger Food,Rural,Moderate,15,0.0375,0.05,False,False,True,False,False,True,False
349,400,400,Room Temperature,Regular,Summer,Sit-down Dinner,Urban,High,40,0.1,0.1,True,False,False,False,False,False,True
350,400,500,Room Temperature,Regular,Winter,Sit-down Dinner,Suburban,High,40,0.08,0.1,False,False,False,False,False,False,False
351,350,450,Refrigerated,Regular,Winter,Sit-down Dinner,Suburban,Moderate,25,0.05555555555555555,0.07142857142857142,False,False,True,False,False,True,False
352,400,500,Room Temperature,Regular,Winter,Finger Food,Rural,High,40,0.08,0.1,False,False,False,False,False,True,False
353,320,400,Room Temperature,Regular,Summer,Finger Food,Suburban,Moderate,25,0.0625,0.078125,False,False,False,False,True,False,False
354,400,500,Room Temperature,Regular,Winter,Sit-down Dinner,Suburban,High,50,0.1,0.125,False,False,False,False,True,False,False
355,270,400,Room Temperature,Regular,Winter,Sit-down Dinner,Suburban,High,40,0.1,0.14814814814814814,True,False,False,False,False,False,True
356,220,300,Room Temperature,Regular,Winter,Finger Food,Suburban,Moderate,15,0.05,0.06818181818181818,True,False,False,False,False,False,True
357,280,350,Room Temperature,Regular,Summer,Finger Food,Suburban,Moderate,20,0.05714285714285714,0.07142857142857142,True,False,False,False,False,False,False
358,400,500,Room Temperature,Regular,All Seasons,Sit-down Dinner,Suburban,High,50,0.1,0.125,False,False,False,False,False,False,True
359,220,300,Refrigerated,Occasional,All Seasons,Finger Food,Suburban,Moderate,15,0.05,0.06818181818181818,False,False,False,True,True,False,False
360,247,348,Room Temperature,Occasional,Summer,Finger Food,Suburban,Moderate,16,0.04597701149425287,0.06477732793522267,False,False,False,False,True,False,False
361,320,400,Refrigerated,Occasional,Winter,Buffet,Rural,High,40,0.1,0.125,False,True,False,False,False,True,False
362,320,400,Room Temperature,Regular,Summer,Buffet,Rural,High,35,0.0875,0.109375,True,False,False,False,False,False,False
363,250,500,Refrigerated,Regular,Winter,Sit-down Dinner,Suburban,High,40,0.08,0.16,False,True,False,False,False,False,False
364,320,400,Room Temperature,Regular,Winter,Buffet,Urban,High,45,0.1125,0.140625,True,False,False,False,True,False,False
365,220,300,Refrigerated,Occasional,Summer,Finger Food,Suburban,Moderate,15,0.05,0.06818181818181818,False,False,True,False,False,False,False
366,400,500,Room Temperature,Regular,Summer,Sit-down Dinner,Suburban,High,45,0.09,0.1125,True,False,False,False,True,False,False
367,350,450,Room Temperature,Regular,All Seasons,Sit-down Dinner,Suburban,High,40,0.08888888888888889,0.11428571428571428,False,False,False,False,False,False,False
368,280,350,Room Temperature,Regular,All Seasons,Finger Food,Rural,Low,20,0.05714285714285714,0.07142857142857142,False,False,False,False,False,True,False
369,220,300,Room Temperature,Regular,All Seasons,Finger Food,Urban,Moderate,15,0.05,0.06818181818181818,True,False,False,False,True,False,False
370,320,400,Room Temperature,Regular,All Seasons,Finger Food,Rural,Moderate,25,0.0625,0.078125,True,False,False,False,True,False,False
371,247,348,Room Temperature,Regular,All Seasons,Finger Food,Suburban,Moderate,16,0.04597701149425287,0.06477732793522267,False,False,False,False,True,False,False
372,280,350,Room Temperature,Occasional,Winter,Finger Food,Suburban,Moderate,20,0.05714285714285714,0.07142857142857142,True,False,False,False,True,False,False
373,247,348,Room Temperature,Regular,Summer,Finger Food,Suburban,Moderate,16,0.04597701149425287,0.06477732793522267,False,False,False,False,False,True,False
374,230,500,Room Temperature,Regular,All Seasons,Sit-down Dinner,Suburban,Moderate,30,0.06,0.13043478260869565,False,False,False,False,False,False,True
375,400,500,Room Temperature,Regular,Winter,Sit-down Dinner,Suburban,High,40,0.08,0.1,False,False,False,False,False,True,False
376,220,450,Room Temperature,Regular,All Seasons,Finger Food,Urban,Moderate,30,0.06666666666666667,0.13636363636363635,False,False,False,False,False,True,False
377,350,450,Room Temperature,Regular,All Seasons,Sit-down Dinner,Urban,High,35,0.07777777777777778,0.1,True,False,False,False,False,True,False
378,280,350,Room Temperature,Regular,All Seasons,Finger Food,Rural,Moderate,15,0.04285714285714286,0.05357142857142857,True,False,False,False,False,True,False
379,250,350,Room Temperature,Regular,Summer,Sit-down Dinner,Suburban,Moderate,20,0.05714285714285714,0.08,True,False,False,False,False,True,False
380,350,450,Refrigerated,Occasional,All Seasons,Sit-down Dinner,Suburban,Moderate,30,0.06666666666666667,0.08571428571428572,False,False,False,True,True,False,False
381,350,450,Room Temperature,Regular,Winter,Sit-down Dinner,Rural,Moderate,30,0.06666666666666667,0.08571428571428572,False,False,False,False,False,True,False
382,397,482,Refrigerated,Regular,All Seasons,Sit-down Dinner,Rural,Moderate,31,0.06431535269709543,0.07808564231738035,False,False,False,True,False,True,False
383,400,500,Room Temperature,Regular,All Seasons,Finger Food,Suburban,High,40,0.08,0.1,False,False,False,False,False,True,False
384,261,350,Room Temperature,Regular,All Seasons,Sit-down Dinner,Urban,Moderate,23,0.06571428571428571,0.08812260536398467,True,False,False,False,False,False,False
385,290,374,Room Temperature,Regular,Summer,Finger Food,Rural,Low,27,0.07219251336898395,0.09310344827586207,False,False,False,False,False,False,False
386,300,400,Refrigerated,Regular,Summer,Sit-down Dinner,Urban,High,30,0.075,0.1,False,False,False,True,True,False,False
387,350,450,Room Temperature,Regular,Winter,Sit-down Dinner,Urban,High,45,0.1,0.12857142857142856,False,True,False,False,True,False,False
388,350,450,Refrigerated,Occasional,Winter,Sit-down Dinner,Rural,Moderate,25,0.05555555555555555,0.07142857142857142,False,False,True,False,True,False,False
389,320,400,Room Temperature,Regular,All Seasons,Buffet,Urban,High,45,0.1125,0.140625,True,False,False,False,False,False,True
390,400,500,Refrigerated,Occasional,All Seasons,Sit-down Dinner,Suburban,High,45,0.09,0.1125,False,False,True,False,False,False,True
391,400,500,Room Temperature,Regular,Summer,Finger Food,Rural,High,40,0.08,0.1,False,True,False,False,False,True,False
392,380,480,Room Temperature,Regular,Winter,Buffet,Suburban,Moderate,30,0.0625,0.07894736842105263,False,False,True,False,False,True,False
393,400,500,Room Temperature,Regular,Summer,Sit-down Dinner,Urban,Low,25,0.05,0.0625,False,False,True,False,False,True,False
394,350,450,Room Temperature,Regular,Winter,Finger Food,Suburban,High,30,0.06666666666666667,0.08571428571428572,False,False,True,False,False,True,False
395,350,450,Room Temperature,Regular,Winter,Finger Food,Urban,High,30,0.06666666666666667,0.08571428571428572,True,False,False,False,True,False,False
396,310,350,Room Temperature,Occasional,All Seasons,Finger Food,Urban,High,35,0.1,0.11290322580645161,False,True,False,False,True,False,False
397,450,500,Room Temperature,Regular,All Seasons,Finger Food,Urban,High,30,0.06,0.06666666666666667,False,False,False,False,False,False,False
398,247,348,Room Temperature,Regular,Winter,Finger Food,Urban,Moderate,16,0.04597701149425287,0.06477732793522267,False,False,False,False,True,False,False
399,400,500,Refrigerated,Occasional,All Seasons,Sit-down Dinner,Suburban,High,40,0.08,0.1,False,False,True,False,True,False,False
400,220,300,Room Temperature,Occasional,Summer,Finger Food,Suburban,High,35,0.11666666666666667,0.1590909090909091,False,False,False,False,False,False,True
401,250,350,Refrigerated,Regular,Winter,Sit-down Dinner,Suburban,High,40,0.11428571428571428,0.16,False,True,False,False,False,True,False
402,300,400,Room Temperature,Regular,Summer,Finger Food,Rural,Low,20,0.05,0.06666666666666667,False,False,False,True,False,True,False
403,342,405,Room Temperature,Regular,Winter,Finger Food,Rural,Moderate,29,0.07160493827160494,0.0847953216374269,False,True,False,False,False,True,False
404,280,350,Room Temperature,Regular,All Seasons,Finger Food,Urban,Low,20,0.05714285714285714,0.07142857142857142,True,False,False,False,False,False,False
405,350,450,Room Temperature,Regular,All Seasons,Sit-down Dinner,Urban,High,35,0.07777777777777778,0.1,False,False,False,False,False,False,True
406,250,350,Room Temperature,Occasional,Summer,Buffet,Suburban,Low,10,0.02857142857142857,0.04,False,False,False,False,False,True,False
407,220,300,Room Temperature,Regular,Winter,Finger Food,Urban,Moderate,15,0.05,0.06818181818181818,True,False,False,False,True,False,False
408,320,400,Room Temperature,Regular,All Seasons,Finger Food,Urban,Moderate,25,0.0625,0.078125,False,False,False,False,True,False,False
409,250,350,Refrigerated,Regular,Summer,Sit-down Dinner,Urban,Moderate,20,0.05714285714285714,0.08,False,False,False,True,False,True,False
410,350,450,Room Temperature,Regular,All Seasons,Finger Food,Suburban,High,30,0.06666666666666667,0.08571428571428572,True,False,False,False,True,False,False
411,220,300,Room Temperature,Regular,All Seasons,Finger Food,Urban,Moderate,15,0.05,0.06818181818181818,True,False,False,False,True,False,False
412,400,500,Room Temperature,Regular,All Seasons,Sit-down Dinner,Urban,High,50,0.1,0.125,True,False,False,False,True,False,False
413,439,459,Room Temperature,Regular,All Seasons,Buffet,Suburban,Low,39,0.08496732026143791,0.0888382687927107,True,False,False,False,False,True,False
414,300,400,Room Temperature,Regular,Winter,Sit-down Dinner,Suburban,Moderate,25,0.0625,0.08333333333333333,True,False,False,False,False,False,True
415,220,300,Room Temperature,Regular,All Seasons,Finger Food,Urban,Moderate,15,0.05,0.06818181818181818,True,False,False,False,True,False,False
416,280,350,Room Temperature,Regular,All Seasons,Finger Food,Suburban,Moderate,20,0.05714285714285714,0.07142857142857142,True,False,False,False,False,False,True
417,220,300,Room Temperature,Regular,Winter,Sit-down Dinner,Suburban,Low,15,0.05,0.06818181818181818,False,False,False,False,False,True,False
418,300,400,Room Temperature,Regular,Summer,Finger Food,Suburban,High,40,0.1,0.13333333333333333,True,False,False,False,False,True,False
419,230,500,Room Temperature,Regular,All Seasons,Sit-down Dinner,Suburban,Low,20,0.04,0.08695652173913043,False,True,False,False,False,True,False
420,350,450,Room Temperature,Regular,Summer,Sit-down Dinner,Suburban,Moderate,25,0.05555555555555555,0.07142857142857142,True,False,False,False,False,False,False
421,400,450,Room Temperature,Regular,All Seasons,Buffet,Urban,Moderate,30,0.06666666666666667,0.075,True,False,False,False,False,True,False
422,220,300,Room Temperature,Regular,All Seasons,Finger Food,Suburban,Moderate,15,0.05,0.06818181818181818,False,True,False,False,False,True,False
423,300,400,Room Temperature,Regular,Winter,Finger Food,Suburban,Moderate,25,0.0625,0.08333333333333333,False,False,False,False,False,True,False
424,280,350,Room Temperature,Regular,All Seasons,Finger Food,Suburban,Moderate,20,0.05714285714285714,0.07142857142857142,False,True,False,False,False,True,False
425,320,480,Refrigerated,Regular,Summer,Buffet,Rural,High,40,0.08333333333333333,0.125,False,True,False,False,False,False,False
426,220,300,Refrigerated,Regular,Summer,Sit-down Dinner,Urban,Low,15,0.05,0.06818181818181818,False,False,True,False,False,False,True
427,434,495,Refrigerated,Regular,Winter,Sit-down Dinner,Urban,Low,36,0.07272727272727272,0.08294930875576037,False,False,True,False,False,False,True
428,472,489,Refrigerated,Occasional,Winter,Buffet,Urban,Low,36,0.0736196319018405,0.07627118644067797,False,False,False,True,True,False,False
429,250,350,Room Temperature,Regular,Winter,Finger Food,Urban,High,30,0.08571428571428572,0.12,False,False,True,False,True,False,False
430,220,300,Refrigerated,Regular,Winter,Finger Food,Rural,Moderate,15,0.05,0.06818181818181818,False,True,False,False,False,False,True
431,320,400,Refrigerated,Regular,Summer,Sit-down Dinner,Suburban,High,35,0.0875,0.109375,False,False,True,False,True,False,False
432,350,450,Refrigerated,Occasional,Summer,Finger Food,Rural,High,30,0.06666666666666667,0.08571428571428572,False,False,False,True,False,False,True
433,400,400,Refrigerated,Regular,Summer,Sit-down Dinner,Suburban,High,40,0.1,0.1,False,False,True,False,True,False,False
434,320,480,Refrigerated,Occasional,All Seasons,Buffet,Suburban,High,40,0.08333333333333333,0.125,False,True,False,False,True,False,False
435,280,350,Refrigerated,Regular,Winter,Buffet,Suburban,Moderate,24,0.06857142857142857,0.08571428571428572,False,False,False,True,True,False,False
436,292,470,Room Temperature,Regular,Winter,Sit-down Dinner,Urban,High,50,0.10638297872340426,0.17123287671232876,False,True,False,False,False,False,False
437,208,282,Room Temperature,Regular,Summer,Sit-down Dinner,Urban,Moderate,22,0.07801418439716312,0.10576923076923077,False,False,True,False,False,False,True
438,250,350,Refrigerated,Regular,Winter,Sit-down Dinner,Urban,Moderate,20,0.05714285714285714,0.08,False,True,False,False,True,False,False
439,320,400,Room Temperature,Regular,Summer,Sit-down Dinner,Suburban,High,35,0.0875,0.109375,False,False,True,False,False,False,False
440,320,400,Refrigerated,Occasional,Winter,Finger Food,Suburban,Moderate,20,0.05,0.0625,False,False,True,False,True,False,False
441,220,300,Refrigerated,Occasional,Summer,Finger Food,Rural,Moderate,15,0.05,0.06818181818181818,False,False,False,True,False,False,True
442,302,371,Room Temperature,Occasional,Winter,Buffet,Suburban,Low,27,0.07277628032345014,0.08940397350993377,False,False,False,False,True,False,False
443,250,350,Refrigerated,Regular,Summer,Buffet,Rural,Moderate,20,0.05714285714285714,0.08,False,False,False,True,False,True,False
444,267,393,Room Temperature,Regular,Winter,Sit-down Dinner,Urban,Low,24,0.061068702290076333,0.0898876404494382,False,False,False,False,False,False,True
445,453,484,Refrigerated,Regular,All Seasons,Sit-down Dinner,Suburban,High,54,0.1115702479338843,0.11920529801324503,False,True,False,False,False,False,True
446,400,500,Room Temperature,Regular,Summer,Buffet,Rural,High,30,0.06,0.075,False,False,False,True,False,True,False
447,300,400,Refrigerated,Occasional,Summer,Sit-down Dinner,Suburban,Moderate,15,0.0375,0.05,False,False,True,False,False,False,True
448,220,300,Room Temperature,Regular,Summer,Finger Food,Urban,Moderate,15,0.05,0.06818181818181818,False,False,False,False,False,False,True
449,300,480,Room Temperature,Regular,All Seasons,Buffet,Suburban,High,40,0.08333333333333333,0.13333333333333333,False,False,False,False,False,False,False
450,280,350,Refrigerated,Regular,All Seasons,Finger Food,Rural,Low,20,0.05714285714285714,0.07142857142857142,False,True,False,False,False,True,False
451,290,374,Room Temperature,Regular,Winter,Finger Food,Rural,Low,27,0.07219251336898395,0.09310344827586207,True,False,False,False,True,False,False
452,438,493,Refrigerated,Occasional,Winter,Sit-down Dinner,Suburban,Moderate,35,0.07099391480730223,0.07990867579908675,False,False,True,False,True,False,False
453,350,450,Room Temperature,Regular,Winter,Sit-down Dinner,Urban,High,45,0.1,0.12857142857142856,False,False,False,False,False,False,False
454,300,450,Refrigerated,Regular,All Seasons,Sit-down Dinner,Urban,High,35,0.07777777777777778,0.11666666666666667,False,False,False,True,True,False,False
455,300,400,Room Temperature,Regular,Summer,Finger Food,Rural,Moderate,15,0.0375,0.05,False,False,False,False,True,False,False
456,300,400,Room Temperature,Regular,Winter,Sit-down Dinner,Urban,High,35,0.0875,0.11666666666666667,True,False,False,False,False,False,True
457,267,393,Room Temperature,Regular,Winter,Sit-down Dinner,Urban,Low,24,0.061068702290076333,0.0898876404494382,False,True,False,False,False,True,False
458,300,400,Room Temperature,Regular,Summer,Sit-down Dinner,Suburban,Moderate,25,0.0625,0.08333333333333333,False,True,False,False,False,False,False
459,342,405,Refrigerated,Regular,All Seasons,Finger Food,Rural,Moderate,29,0.07160493827160494,0.0847953216374269,False,False,True,False,False,True,False
460,350,450,Room Temperature,Regular,Summer,Sit-down Dinner,Suburban,Moderate,25,0.05555555555555555,0.07142857142857142,False,True,False,False,False,False,False
461,400,500,Room Temperature,Regular,Summer,Sit-down Dinner,Rural,High,40,0.08,0.1,False,True,False,False,False,True,False
462,220,300,Room Temperature,Regular,Winter,Finger Food,Suburban,Moderate,15,0.05,0.06818181818181818,False,False,False,True,True,False,False
463,320,400,Refrigerated,Regular,Summer,Sit-down Dinner,Urban,High,35,0.0875,0.109375,False,False,False,True,False,True,False
464,491,497,Room Temperature,Regular,All Seasons,Finger Food,Urban,High,32,0.06438631790744467,0.06517311608961303,True,False,False,False,False,False,False
465,250,350,Room Temperature,Occasional,Winter,Sit-down Dinner,Suburban,Moderate,20,0.05714285714285714,0.08,False,True,False,False,False,False,True
466,350,450,Room Temperature,Regular,Winter,Sit-down Dinner,Suburban,High,35,0.07777777777777778,0.1,False,False,True,False,False,True,False
467,220,300,Room Temperature,Regular,Summer,Finger Food,Rural,Low,15,0.05,0.06818181818181818,True,False,False,False,False,True,False
468,380,480,Room Temperature,Regular,Summer,Buffet,Suburban,Moderate,30,0.0625,0.07894736842105263,False,False,False,False,False,True,False
469,250,350,Refrigerated,Regular,All Seasons,Sit-down Dinner,Suburban,Moderate,20,0.05714285714285714,0.08,False,False,False,True,False,False,True
470,400,500,Room Temperature,Regular,All Seasons,Sit-down Dinner,Urban,High,50,0.1,0.125,True,False,False,False,False,False,True
471,250,400,Room Temperature,Regular,All Seasons,Sit-down Dinner,Urban,Low,25,0.0625,0.1,True,False,False,False,True,False,False
472,400,500,Room Temperature,Regular,Summer,Sit-down Dinner,Urban,High,50,0.1,0.125,False,False,False,False,False,True,False
473,240,450,Room Temperature,Occasional,All Seasons,Sit-down Dinner,Suburban,Low,20,0.044444444444444446,0.08333333333333333,False,False,False,False,False,False,True
474,250,350,Room Temperature,Regular,Winter,Buffet,Suburban,Moderate,20,0.05714285714285714,0.08,True,False,False,False,False,True,False
475,453,484,Room Temperature,Regular,All Seasons,Sit-down Dinner,Urban,High,54,0.1115702479338843,0.11920529801324503,True,False,False,False,True,False,False
476,380,480,Room Temperature,Regular,Winter,Buffet,Suburban,Moderate,30,0.0625,0.07894736842105263,True,False,False,False,False,True,False
477,380,500,Room Temperature,Regular,Winter,Sit-down Dinner,Suburban,High,35,0.07,0.09210526315789473,False,False,False,False,False,True,False
478,250,350,Room Temperature,Regular,All Seasons,Sit-down Dinner,Suburban,High,40,0.11428571428571428,0.16,True,False,False,False,False,False,False
479,220,300,Refrigerated,Regular,All Seasons,Finger Food,Suburban,Moderate,15,0.05,0.06818181818181818,False,False,False,True,False,True,False
480,270,400,Room Temperature,Regular,All Seasons,Sit-down Dinner,Suburban,High,40,0.1,0.14814814814814814,False,True,False,False,False,True,False
481,280,400,Room Temperature,Regular,All Seasons,Buffet,Urban,Moderate,24,0.06,0.08571428571428572,True,False,False,False,False,True,False
482,208,282,Room Temperature,Regular,Summer,Sit-down Dinner,Urban,Moderate,22,0.07801418439716312,0.10576923076923077,False,False,False,False,False,True,False
483,280,350,Room Temperature,Regular,All Seasons,Finger Food,Rural,Moderate,15,0.04285714285714286,0.05357142857142857,False,False,False,False,False,True,False
484,342,405,Room Temperature,Regular,All Seasons,Finger Food,Rural,Moderate,29,0.07160493827160494,0.0847953216374269,True,False,False,False,False,True,False
485,320,400,Room Temperature,Regular,All Seasons,Finger Food,Suburban,Moderate,25,0.0625,0.078125,True,False,False,False,False,True,False
486,300,400,Room Temperature,Regular,All Seasons,Sit-down Dinner,Urban,Moderate,30,0.075,0.1,True,False,False,False,False,True,False
487,310,350,Room Temperature,Regular,All Seasons,Finger Food,Urban,High,35,0.1,0.11290322580645161,True,False,False,False,False,True,False
488,380,400,Room Temperature,Regular,All Seasons,Finger Food,Rural,Moderate,25,0.0625,0.06578947368421052,False,False,False,False,False,True,False
489,434,495,Room Temperature,Regular,All Seasons,Sit-down Dinner,Suburban,Low,36,0.07272727272727272,0.08294930875576037,False,False,False,False,False,True,False
490,284,443,Refrigerated,Regular,Summer,Buffet,Urban,Low,32,0.07223476297968397,0.11267605633802817,False,False,True,False,False,False,True
491,250,350,Refrigerated,Regular,Summer,Buffet,Urban,Low,10,0.02857142857142857,0.04,False,False,True,False,False,False,True
492,250,480,Refrigerated,Regular,Summer,Finger Food,Rural,Low,20,0.041666666666666664,0.08,False,False,True,False,False,False,True
493,280,350,Room Temperature,Regular,Winter,Finger Food,Urban,Low,20,0.05714285714285714,0.07142857142857142,False,False,True,False,False,False,False
494,300,400,Refrigerated,Occasional,Winter,Finger Food,Urban,Low,20,0.05,0.06666666666666667,False,False,True,False,True,False,False
495,400,500,Refrigerated,Regular,Winter,Sit-down Dinner,Urban,High,45,0.09,0.1125,False,False,True,False,False,False,False
496,300,400,Refrigerated,Regular,Summer,Sit-down Dinner,Urban,High,40,0.1,0.13333333333333333,False,False,True,False,True,False,False
497,350,450,Refrigerated,Regular,Summer,Sit-down Dinner,Urban,High,35,0.07777777777777778,0.1,False,False,True,False,True,False,False
498,400,500,Refrigerated,Regular,Summer,Sit-down Dinner,Rural,High,40,0.08,0.1,False,False,True,False,True,False,False
499,310,350,Room Temperature,Regular,Summer,Finger Food,Urban,High,35,0.1,0.11290322580645161,False,True,False,False,True,False,False
500,400,350,Room Temperature,Regular,Winter,Sit-down Dinner,Urban,High,35,0.1,0.0875,False,False,True,False,False,False,True
501,207,280,Room Temperature,Regular,Summer,Finger Food,Suburban,High,20,0.07142857142857142,0.0966183574879227,False,False,True,False,True,False,False
502,380,500,Refrigerated,Occasional,Winter,Sit-down Dinner,Urban,High,35,0.07,0.09210526315789473,False,True,False,False,False,False,True
503,302,371,Room Temperature,Regular,Winter,Buffet,Suburban,Low,27,0.07277628032345014,0.08940397350993377,False,False,True,False,False,True,False
504,250,350,Room Temperature,Regular,Winter,Buffet,Urban,Low,10,0.02857142857142857,0.04,True,False,False,False,True,False,False
505,280,350,Room Temperature,Regular,Winter,Finger Food,Rural,Low,15,0.04285714285714286,0.05357142857142857,False,False,False,False,False,False,False
506,350,450,Refrigerated,Regular,Winter,Sit-down Dinner,Urban,High,35,0.07777777777777778,0.1,False,False,False,True,False,False,False
507,220,300,Room Temperature,Regular,Summer,Sit-down Dinner,Suburban,Low,15,0.05,0.06818181818181818,False,True,False,False,False,False,True
508,300,400,Refrigerated,Occasional,Winter,Finger Food,Suburban,Low,15,0.0375,0.05,False,False,False,True,False,False,False
509,300,450,Refrigerated,Regular,Summer,Finger Food,Suburban,High,35,0.07777777777777778,0.11666666666666667,False,False,True,False,False,True,False
510,250,350,Refrigerated,Regular,All Seasons,Finger Food,Urban,Moderate,20,0.05714285714285714,0.08,False,True,False,False,True,False,False
511,350,450,Room Temperature,Regular,Summer,Sit-down Dinner,Urban,High,40,0.08888888888888889,0.11428571428571428,False,False,False,True,False,False,True
512,442,482,Room Temperature,Regular,All Seasons,Sit-down Dinner,Urban,Low,32,0.06639004149377593,0.07239819004524888,False,True,False,False,False,False,True
513,350,450,Room Temperature,Regular,Winter,Sit-down Dinner,Urban,Moderate,25,0.05555555555555555,0.07142857142857142,False,True,False,False,False,False,True
514,300,400,Room Temperature,Regular,Winter,Sit-down Dinner,Urban,Low,20,0.05,0.06666666666666667,False,False,False,False,False,False,True
515,310,350,Room Temperature,Regular,Winter,Finger Food,Rural,High,35,0.1,0.11290322580645161,True,False,False,False,False,False,False
516,275,388,Room Temperature,Regular,All Seasons,Finger Food,Urban,Low,16,0.041237113402061855,0.05818181818181818,False,False,False,False,False,False,True
517,310,350,Room Temperature,Regular,Winter,Finger Food,Rural,High,35,0.1,0.11290322580645161,False,True,False,False,False,True,False
518,220,300,Room Temperature,Regular,Summer,Finger Food,Rural,Moderate,15,0.05,0.06818181818181818,False,False,False,False,False,False,False
519,380,480,Room Temperature,Regular,Summer,Buffet,Suburban,Moderate,30,0.0625,0.07894736842105263,True,False,False,False,False,False,True
520,491,497,Room Temperature,Occasional,Summer,Finger Food,Rural,High,32,0.06438631790744467,0.06517311608961303,True,False,False,False,False,False,True
521,250,350,Room Temperature,Occasional,Winter,Buffet,Rural,Moderate,20,0.05714285714285714,0.08,True,False,False,False,False,False,False
522,250,350,Refrigerated,Occasional,Summer,Sit-down Dinner,Suburban,High,40,0.11428571428571428,0.16,False,False,False,True,True,False,False
523,220,300,Refrigerated,Occasional,All Seasons,Finger Food,Suburban,Moderate,20,0.06666666666666667,0.09090909090909091,False,True,False,False,True,False,False
524,320,400,Room Temperature,Regular,All Seasons,Finger Food,Suburban,Moderate,25,0.0625,0.078125,False,True,False,False,False,False,False
525,300,400,Room Temperature,Occasional,All Seasons,Finger Food,Rural,Moderate,25,0.0625,0.08333333333333333,False,True,False,False,True,False,False
526,250,350,Room Temperature,Regular,Summer,Finger Food,Suburban,Moderate,20,0.05714285714285714,0.08,False,False,False,False,True,False,False
527,300,400,Room Temperature,Regular,Winter,Finger Food,Suburban,Moderate,15,0.0375,0.05,False,False,True,False,False,True,False
528,320,400,Room Temperature,Regular,All Seasons,Buffet,Rural,High,30,0.075,0.09375,False,False,False,False,False,True,False
529,208,282,Refrigerated,Regular,Winter,Sit-down Dinner,Suburban,Moderate,22,0.07801418439716312,0.10576923076923077,False,False,True,False,False,True,False
530,438,493,Room Temperature,Regular,Winter,Sit-down Dinner,Urban,Moderate,35,0.07099391480730223,0.07990867579908675,False,False,False,False,True,False,False
531,280,350,Room Temperature,Regular,Winter,Finger Food,Suburban,Low,20,0.05714285714285714,0.07142857142857142,False,False,False,True,False,True,False
532,207,280,Room Temperature,Regular,All Seasons,Finger Food,Suburban,High,20,0.07142857142857142,0.0966183574879227,False,False,False,False,True,False,False
533,453,484,Refrigerated,Regular,Summer,Sit-down Dinner,Suburban,High,54,0.1115702479338843,0.11920529801324503,False,False,False,True,False,True,False
534,380,480,Room Temperature,Regular,Summer,Buffet,Suburban,Moderate,30,0.0625,0.07894736842105263,False,False,False,False,False,True,False
535,300,400,Room Temperature,Regular,All Seasons,Finger Food,Suburban,Low,15,0.0375,0.05,True,False,False,False,True,False,False
536,280,350,Refrigerated,Occasional,All Seasons,Finger Food,Suburban,Moderate,20,0.05714285714285714,0.07142857142857142,False,False,False,True,True,False,False
537,400,400,Room Temperature,Regular,Summer,Finger Food,Rural,High,40,0.1,0.1,True,False,False,False,False,True,False
538,250,350,Room Temperature,Regular,Winter,Finger Food,Suburban,Moderate,20,0.05714285714285714,0.08,True,False,False,False,True,False,False
539,350,450,Room Temperature,Regular,All Seasons,Sit-down Dinner,Suburban,High,35,0.07777777777777778,0.1,False,False,False,False,False,False,False
540,250,350,Room Temperature,Regular,All Seasons,Buffet,Rural,Moderate,20,0.05714285714285714,0.08,False,False,False,False,False,True,False
541,250,350,Room Temperature,Regular,Winter,Sit-down Dinner,Urban,Moderate,20,0.05714285714285714,0.08,True,False,False,False,True,False,False
542,220,300,Room Temperature,Regular,All Seasons,Finger Food,Suburban,Moderate,20,0.06666666666666667,0.09090909090909091,False,False,False,False,False,False,False
543,280,350,Room Temperature,Regular,All Seasons,Finger Food,Suburban,Moderate,20,0.05714285714285714,0.07142857142857142,False,True,False,False,False,True,False
544,250,350,Room Temperature,Regular,Winter,Sit-down Dinner,Rural,Moderate,20,0.05714285714285714,0.08,False,False,False,True,False,True,False
545,342,405,Room Temperature,Regular,Winter,Finger Food,Rural,Moderate,29,0.07160493827160494,0.0847953216374269,True,False,False,False,False,True,False
546,400,500,Room Temperature,Occasional,All Seasons,Sit-down Dinner,Suburban,High,50,0.1,0.125,False,False,False,True,True,False,False
547,300,400,Room Temperature,Regular,All Seasons,Sit-down Dinner,Suburban,High,40,0.1,0.13333333333333333,True,False,False,False,False,False,False
548,491,497,Room Temperature,Regular,All Seasons,Finger Food,Rural,High,32,0.06438631790744467,0.06517311608961303,True,False,False,False,False,True,False
549,280,350,Room Temperature,Regular,All Seasons,Finger Food,Suburban,Moderate,20,0.05714285714285714,0.07142857142857142,True,False,False,False,True,False,False
550,380,500,Room Temperature,Regular,Winter,Sit-down Dinner,Suburban,High,35,0.07,0.09210526315789473,True,False,False,False,False,True,False
